"scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",1975,"Vint_1975","billion m^2",0.12021474
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",1990,"Vint_1990","billion m^2",0.20329439
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2005,"Vint_2005","billion m^2",0.36880886
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2010,"Vint_2010","billion m^2",0.579401
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2015,"Vint_2015","billion m^2",0.7887459
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2020,"Vint_2020","billion m^2",0.8836
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2025,"Vint_2025","billion m^2",0.9828
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2030,"Vint_2030","billion m^2",1.0689
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2035,"Vint_2035","billion m^2",1.1479
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2040,"Vint_2040","billion m^2",1.2244
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2045,"Vint_2045","billion m^2",1.2973
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2050,"Vint_2050","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2055,"Vint_2055","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2060,"Vint_2060","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2065,"Vint_2065","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2070,"Vint_2070","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2075,"Vint_2075","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2080,"Vint_2080","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2085,"Vint_2085","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2090,"Vint_2090","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2095,"Vint_2095","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","buildingFloorspace","classLabel2","class2","Year",2100,"Vint_2100","billion m^2",1.3642
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",7.17591666666672e-07
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",1.72559444444446e-06
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",0.0239815311500002
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",1.23406486448334
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",8.40462042003896
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",20.3378704200391
"High","All of Malaysia","All of Malaysia","elecByTechTWh","Technology","CSP_storage (dry_hybrid)","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",34.9503974802253
