"scenario","region","subRegion","param","classLabel1","class1","classLabel2","class2","xLabel","x","vintage","units","value"
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",1990,"Vint_1990","Electricity Consumption by Sector (TWh)",0.107444166666668
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2005,"Vint_2005","Electricity Consumption by Sector (TWh)",0.23783277777778
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2010,"Vint_2010","Electricity Consumption by Sector (TWh)",0.42599166666667
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2015,"Vint_2015","Electricity Consumption by Sector (TWh)",0.498450000000004
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2020,"Vint_2020","Electricity Consumption by Sector (TWh)",0.634925000000005
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2025,"Vint_2025","Electricity Consumption by Sector (TWh)",0.708388888888895
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2030,"Vint_2030","Electricity Consumption by Sector (TWh)",0.82658333333334
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2035,"Vint_2035","Electricity Consumption by Sector (TWh)",0.912319444444452
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2040,"Vint_2040","Electricity Consumption by Sector (TWh)",0.972761111111119
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2045,"Vint_2045","Electricity Consumption by Sector (TWh)",1.08080277777779
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm cooking","Year",2050,"Vint_2050","Electricity Consumption by Sector (TWh)",1.13646111111112
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm hvac","Year",1990,"Vint_1990","Electricity Consumption by Sector (TWh)",0.698413888888895
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm hvac","Year",2005,"Vint_2005","Electricity Consumption by Sector (TWh)",1.54589166666668
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm hvac","Year",2010,"Vint_2010","Electricity Consumption by Sector (TWh)",2.7690277777778
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm hvac","Year",2015,"Vint_2015","Electricity Consumption by Sector (TWh)",3.23997222222225
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm hvac","Year",2020,"Vint_2020","Electricity Consumption by Sector (TWh)",3.52399166666669
"Ref","KualaLumpur","KualaLumpur","elecConsumByDemandSectorTWh","Aggregated Sector","building","Sector","comm hvac","Year",2025,"Vint_2025","Electricity Consumption by Sector (TWh)",3.72996944444447
